Fiducial,Line_number,Easting,Northing,Height,Elevation,In_Phase_380.0,In_Phase_1776.0,In_Phase_3345.0,In_Phase_8171.0,In_Phase_41020.0,In_Phase_129550.0,Quadrature_380.0,Quadrature_1776.0,Quadrature_3345.0,Quadrature_8171.0,Quadrature_41020.0,Quadrature_129550.0
56.0,0.0,56.0,0.0,30.0,0.0,110.47440088712571,417.8579874551163,242.00128355248452,1032.8588245127196,1780.899106203807,2203.521649575561,232.327508178681,462.488376342885,190.5117312029947,601.9315510864789,658.482704797457,662.3828409343806
57.0,0.0,57.0,0.0,30.0,0.0,119.58396264790875,425.58546806912,228.77055909313873,1139.7490948850302,1676.7901937430943,2094.0241287357594,218.8220598814576,478.88311427135915,214.97614042583356,686.9345097533562,621.6937147178595,605.261325192124
58.0,0.0,58.0,0.0,30.0,0.0,119.19833403921965,463.24222296436307,251.20534109415678,1095.2444731089672,1727.897507641615,2111.9366014544394,240.81712629197943,495.43010498340067,217.08511307427042,637.1351023145456,636.3563694379473,643.3992391777481
59.0,0.0,59.0,0.0,30.0,0.0,119.29445504598688,416.0102596945783,247.93940637945286,1027.7981159964074,1873.3765010434915,2245.0257271597166,218.16986440404264,490.19771161068417,213.4603105616869,619.636474274272,683.7868900955194,668.7773618046959
60.0,0.0,60.0,0.0,30.0,0.0,120.44371916090597,420.23925994312714,276.1450063809243,1120.8454788778351,1758.2256254295773,2289.9620836013996,238.9016872453574,475.6411386928488,213.11501367522226,678.6714975170783,662.1528450173364,596.7262789294726
61.0,0.0,61.0,0.0,30.0,0.0,116.31326939201661,471.6726406382017,260.99569198936763,1165.0810751432894,1828.9363942096654,2309.6658190578946,238.11415995098292,540.9635495211694,203.50082957826734,708.9005599124819,624.914809407227,621.2954933244489
62.0,0.0,62.0,0.0,30.0,0.0,120.69049965869594,431.6847852170511,265.1241641936411,1104.672124188321,1895.1307569640244,2288.9083746486276,233.90525282490427,509.84054204902867,220.89907685407178,699.37849455859,643.2054930170116,573.2409224248239
63.0,0.0,63.0,0.0,30.0,0.0,129.26818645158264,483.5062826096473,256.5395887669735,1138.323506701264,1786.3374611208494,2212.215582377942,257.2755528157559,480.35345654678395,251.1970096888847,772.7180485687287,646.1054522065301,647.9087827393894
64.0,0.0,64.0,0.0,30.0,0.0,105.37177213960337,463.7603996309244,259.23156668257116,1187.9139961142007,2166.8097321402283,2258.5971024669907,239.5100604870355,515.1836334466836,238.1357003275446,721.3761314814266,664.1406927348191,579.4644276228238
65.0,0.0,65.0,0.0,30.0,0.0,112.74988005370037,445.05104206618057,266.9444411328672,1081.964321484793,2212.1074963440833,2647.114037096948,236.0809390501218,559.2108518252705,227.35621452895168,752.0901146264938,654.483031077076,569.3960346143044
66.0,0.0,66.0,0.0,30.0,0.0,121.45668548792575,501.88659409002923,263.2343579735519,1307.7275960484594,1888.2063249728565,2531.0093754935738,235.15812623372872,576.134635232236,275.6391739405041,702.4838088684163,687.3713185973365,618.4698879026629
67.0,0.0,67.0,0.0,30.0,0.0,131.5955223928586,472.14260381099433,284.5373395060437,1171.7431924621737,2079.889231401348,2341.323790878751,257.69998244904866,500.7794657139674,262.5310608629057,772.0911285326815,764.3893271874365,573.810405443619
68.0,0.0,68.0,0.0,30.0,0.0,133.2224124457517,471.2189352543217,265.4168370061589,1271.7273422333278,2049.9466917686386,2617.9582412419923,252.71655932606646,557.4247785553739,231.40110767491566,805.7573874958861,708.4029049687514,621.3300967744159
69.0,0.0,69.0,0.0,30.0,0.0,120.87438496463027,496.2256789852905,259.2779379309714,1336.0120588712953,1869.8845190449344,2612.6323855141763,268.0412658628395,584.7909515264142,254.89691193269425,872.7915456598522,688.4297355342703,547.489905831594
70.0,0.0,70.0,0.0,30.0,0.0,123.95530944800967,552.3368762364028,309.8301447063068,1304.1440370191847,2229.093659711871,2733.786179161644,248.62230634688157,633.6057298640253,236.214989278365,862.3992430196233,771.3829960240993,528.7871397845969
71.0,0.0,71.0,0.0,30.0,0.0,118.26932023598343,469.3374605932544,269.4306372109056,1408.1425248774563,2279.7388569888144,2567.459793115733,255.884327882597,595.7220582282849,281.9220276231181,832.0640664875133,760.8782239754566,585.2831330859502
72.0,0.0,72.0,0.0,30.0,0.0,132.2293054528107,503.4654619567657,348.1875187147991,1445.9199206745875,2401.124689340958,2837.250681757587,257.3756108020488,634.4840624367367,260.24903915857226,830.8124292581537,819.673869893873,510.39544088757464
73.0,0.0,73.0,0.0,30.0,0.0,124.13081012819956,523.0792808957123,296.29867020638386,1360.0627628396778,2366.880671148064,2838.7164377599333,279.88742481571285,647.4066138563263,281.92302182286244,962.3288506205341,705.7421898689009,622.6779623608682
74.0,0.0,74.0,0.0,30.0,0.0,147.9865571558425,512.6918544814506,275.7821272743567,1375.1130680404904,2613.897079930087,2968.1229727505174,269.2149679197424,612.6252809874759,270.15357289594095,980.4115795609882,676.0098177508474,576.5109752105376
75.0,0.0,75.0,0.0,30.0,0.0,131.6245424109537,531.820627508169,336.74610377620604,1435.3768565121395,2646.3546174697462,3251.3019490367983,227.0945954649276,586.1968734433843,277.93731198239,967.3868607603646,753.231216142356,576.6141211059795
76.0,0.0,76.0,0.0,30.0,0.0,149.88613943674954,560.9720737569429,334.3348896820042,1469.3082232939905,2654.9578518187354,3217.808069974578,291.3739848631416,645.2328369419635,288.7989390735153,868.8244432403574,797.2333906180811,575.3202587717234
77.0,0.0,77.0,0.0,30.0,0.0,140.7059451349607,506.31496842481107,279.0909244290541,1458.0920933898644,2542.2731833987536,3144.5069967513673,292.782330779105,674.3275436493511,288.434825449626,1023.753792124498,796.8990708171689,596.786909910234
78.0,0.0,78.0,0.0,30.0,0.0,135.7932779899546,569.7421640888583,322.8783611982374,1397.0327474350347,2458.125460807995,3243.202551002194,284.42951405274357,635.4843159121554,325.60199210309844,1059.4936289959323,887.9622030434932,588.2859150102028
